text,label,category,language
Sanction fee of Rs.4793 required for PM Mudra Loan. Transfer to UPI: claim-reward14@upi for instant disbursal.,1,Advance Payment Scam,en
Kal meeting kitne baje hai Rohan? Confirm karna Sunday tak.,0,None,hinglish
आपकी दवाइयां डिलीवर हो चुकी हैं। ऑर्डर विवरण: #714661।,0,None,hindi
"Can you send the project presentation files by noon tomorrow, Sanjay? Thanks.",0,None,en
"Hi Rohan, please check the email attachment for project details. Let me know your feedback.",0,None,en
యూట్యూబ్ ఛానెల్ లైక్స్ ద్వారా రోజుకు రూ.16116 సంపాదించండి. వాట్సాప్ చేయండి: +919876553227.,1,Fake Job Scam,telugu
"నమస్కారం Ananya, దయచేసి ప్రాజెక్ట్ ఫైల్స్ noon లోగా ఒకసారి తనిఖీ చేయండి.",0,None,telugu
"ठीक है Vikram, मैं आपको रिपोर्ट 3 PM पर भेजता हूँ।",0,None,hindi
आपका बैंक खाता आज ब्लॉक कर दिया जाएगा। कृपया केवाईसी तुरंत पूरा करें: http://win-deals-reward-130.net/pay।,1,Fake KYC Scam,hindi
"Haan Priya, main presentation check karke batata hoon 3 PM tak.",0,None,hinglish
మీ కరెంట్ బిల్లు రూ.2908 గడువు Sunday తో ముగుస్తుంది.,0,None,telugu
Kal meeting kitne baje hai Sanjay? Confirm karna tomorrow tak.,0,None,hinglish
क्या आप Wednesday को Vikram के साथ डिनर करेंगे?,0,None,hindi
Kal meeting kitne baje hai Deepak? Confirm karna Friday tak.,0,None,hinglish
"Bhai free ho to call karna Monday 5 PM par, urgent kaam hai.",0,None,hinglish
Paytm KYC pending hai. Account freeze hone se bachayein. Call customer care: +919876544619.,1,Fake KYC Scam,hinglish
"Bhai Karna, ghar kab tak ayaeag? Khana thandaho raha hai.",0,None,hinglish
Urgent hiring for online assistant! Earn Rs.81351/day. Contact HR on WhatsApp: +919876520044.,1,Fake Job Scam,en
పార్ట్-టైమ్ ఉద్యోగానికి ఎంపికయ్యారు. నెలకు రూ.237556 జీతం. ఇక్కడ నమోదు చేసుకోండి: http://win-deals-reward-902.net/pay.,1,Fake Job Scam,telugu
Moving sale: AC Rs.85944 mein.Home delivery charge Rs.612 advance pay kaerin: claim-reward84@pui.,1,Marketplace Scam,hinglish
पैसे को करें डबल केवल 5 दिन में। शत प्रतिशत सुरक्षित निवेश योजना। यूपीआई: claim-reward81@upi।,1,Investment Scam,hindi
बधाई हो Ananya आपके नए काम के लिए! पार्टी weekend को है।,0,None,hindi
Are we still on for lunch weekend at the restaurnat? Please let me know Pooja.,0,None,en
Security clearance deposit Rs.2707 rqeuired to process yuor erfund. Send to UPI: claim-reward91@upi.,1,Advance Payment Scam,en
आपको केबीसी लॉटरी में 73079 रुपये मिले हैं। टैक्स शुल्क यूपीआई: claim-reward60@upi पर जमा करें।,1,Lottery Scam,hindi
ఐపయాడ్ రూ.248305 కిలభించును. బుకింగ్ అడ్వాన్స్ రూ.4901 యూపీఐ: claim-reward26@upi కి పంపండి.,1,Marketplace Scam,telugu
घर बैठे कमाएं रोजाना 39701 रुयपे। यूट्यूब वीडय लाइक करें। संरपक करें: +19876540866।,1,Fake Job Scam,hindi
Alert: SBI Netbanking temporarily lock ho gayi hai. Unlock ke liye KYC verify karein: http://win-deals-reward-647.net/pay.,1,Fake KYC Scam,hinglish
Important: Please verify your phone number to update bank credentials. Link: http://win-deals-reward-401.net/pay.,1,Fake KYC Scam,en
కస్టమర్ కేర్ నోటీసు: మీ కఅౌంట్ బ్లక్ కాకుండా కేవైసీ చేయడి: http://windeals-erward-984.net/pay.,1,Fake KYC Scam,telugu
మీ కరెంట్ బిల్లు రూ.3382 గడువు today తో ముగుస్తుంది.,0,None,telugu
अच्छी हालत में कार। कुल कीमत 56558 रुपये। टोकन एडवांस 4296 रुपये जमा करें: claim-reward84@upi।,1,Marketplace Scam,hindi
మీ కరెంట్ బిల్లు రూ.3264 గడువు Sunday తో ముగుస్తుంది.,0,None,telugu
घर से काम करने का सुनहरा अवसर। साप्ताहिक कमाई 241181 रुपये। आवेदन करें: http://win-deals-reward-584.net/paу।,1,Fake Job Scam,hindi
పార్సెల్ డెలివరీ కోసం కస్టమ్స్ క్లియరెన్స్ ఫీజు రూ.3592 యూపీఐ: claim-reward29@upi కి పంపండి.,1,Advance Payment Scam,telugu
"iPhone 13 urgent sale, price Rs.243128. Delivery fee Rs.6711 pehle pay karein UPI: claim-reward65@upi.",1,Marketplace Scam,hinglish
"Bhai Ravi, ghar kab tak aayega? Khana thanda ho raha hai.",0,None,hinglish
మీ మొబైల్ రీఛార్జ్ #757105 విజయవంతంగా పూర్తయింది. ధన్యవాదాలు.,0,None,telugu
"Telegramsiganls share trading. Rs.138584 invets karein, Rs.467636 earn karein. Lin: thtp:/win-daels-rewadr-614.net/pay.",1,Investment Scam,hinglish
సాయంత్రం 10 AM కి కాఫీ తాగడానికి theatre కి వెళ్దామా Suresh?,0,None,telugu
Urgent notice: Bank account freeze initiated. Update your KYC within 24 hours at: http://win-deals-reward-887.net/pay.,1,Fake KYC Scam,en
మీ మొబైల్ రీఛార్జ్ #746253 విజయవంతంగా పూర్తయింది. ధన్యవాదాలు.,0,None,telugu
కస్టమర్ కేర్ నోటీసు: మీ అకౌంట్ బ్లాక్ కాకుండా కేవైసీ చేయండి: http://win-deals-reward-453.net/pay.,1,Fake KYC Scam,telugu
Your parcel has been edlivered ot your doorstep. Rate your delivery exepriecne. #103476.,0,None,en
లాటరీ విజేత! మీరు రూ.141222 గెలుచుకున్నారు. రిజిస్ట్రేషన్ ఫీజు రూ.5887 యూపీఐ: claim-reward99@upi కి పంపండి.,1,Lottery Scam,telugu
ఈరోజు సాయంత్రం 11 AM కి restaurant లో కలుద్దామా Priya?,0,None,telugu
మీ ఆర్డర్ #311901 విజయవంతంగా డెలివరీ చేయబడింది.,0,None,telugu
"ठीक है Aditya, मैं आपको रिपोर्ट noon पर भेजता हूँ।",0,None,hindi
सीमा शुल्क टैक्स 7024 रुपये का भुगतान यूपीआई: claim-reward98@upi पर करें पार्सल प्राप्त करने के लिए।,1,Advance Payment Scam,hindi
बिजली बिल 2415 रुपये का भुगतान समय पर करें। धन्यवाद।,0,None,hindi
पार्सल सीमा शुल्क विभाग में अटका है। टैक्स शुल्क 3422 रुपये का भुगतान करें: claim-reward78@upi।,1,Advance Payment Scam,hindi
"రేపు ఉదయం 3 PM కి ఆఫీస్ మీటింగ్ ఉంది Neha, తప్పకుండా రండి.",0,None,telugu
ఫారెక్స రోబోట్ రోజువారీలాభం 25%. నకీస పెట్టుబడి రూ.213104. రిజిస్ట్రేషన్: http/win-edlas-reward-02.net/apy.,1,Investment Scam,telugu
यूट्यूब चैनल सब्सक्राइब कार्य। रोजाना 199736 रुपये तुरंत। संपर्क व्हाट्सएप: +919876516243।,1,Fake Job Scam,hindi
वॉलेट की सीमा समाप्त। बहाल करने के लिए इस लिंक पर केवाईसी अपडेट करें: http://win-deals-reward-767.net/pay।,1,Fake KYC Scam,hindi
Kal meeting kitne baje hai Jyoti? Confirm karna Wednesday tak.,0,None,hinglish
"Hi Ravi, please check the email attachment for project details. Let me know your feedback.",0,None,en
पेटीएम केवाईसी लंबित है। खाता फ्रीज होने से बचाने के लिए कॉल करें: +919876537513।,1,Fake KYC Scam,hindi
Invest in high returns startup fund. Turn Rs.39696 into Rs.442623 in 30 days. UPI: claim-reward64@upi.,1,Investment Scam,en
"ठीक है Raj, मं आपको रिपोर्ट 10 AM पर भेजता हूँ।",0,None,hindi
"OLX Deal: iPhone 14 Pro for Rs.67943. Pay half advance to book, shipping receipt will be sent on WhatsApp: +919876577460.",1,Marketplace Scam,en
Paytm KYC pending hai. Account freeze hone se bachayein. Call customer care: +919876558396.,1,Fake KYC Scam,hinglish
లోన్ మంజూరు కోసం ప్రాసెసింగ్ ఫీజు రూ.4990 యూపీఐ: claim-reward67@upi కి పంపండి.,1,Advance Payment Scam,telugu
Second hand laрtop Rs.225627 mein available. WhatsApp karein book karne ke liye: +919876556061.,1,Marketplace Scam,hinglish
आपकी दवाइयां डिलीवर हो चुकी हैं। ऑर्डर विवरण: #669941।,0,None,hindi
SBI Account Alert: Your debit card is blocked. Reactivate by updating KYC details here: http://win-deals-reward-710.net/pay.,1,Fake KYC Scam,en
Aaj class chalegi kya Ananya? Mujhe assignment submit karna hai Wednesday.,0,None,hinglish
Urgent hiring for online assistant! Earn Rs.215549/day. Contact HR on WhatsApp: +919876583540.,1,Fake Job Scam,en
Ghar baithe jackpot won! Rs.196876 reward. processing fee Rs.6897 to UPI: claim-reward72@upi.,1,Lottery Scam,hinglish
कल सुबह 2 PM बजे park में मीटिंग तय की गई है।,0,None,hindi
कृपया मुझे मेल पर काम की डिटेल्स 3 PM तक भेजें।,0,None,hindi
"Dear customer, your order #617942 has been dispatched. Track status here.",0,None,en
Bhai kal chalna hai kya restaurant? Zaroori shopping karni hai.,0,None,hinglish
क्या आप tdoay को Vikram के साथ डिनर करेंगे?,0,None,hindi
"प्रिय ग्राहक, बैंक खाता सुरक्षा ारणों से लॉक किया गया है। तुरंत केवाईसी करें: htpt://win-deals-reward-460.net/pay।",1,Fake KYC Scam,hindi
